route_id,hour,day_type,is_holiday,weather,crowd_level
R13,4,Weekday,1,Clear,Low
R9,20,Weekend,1,Rain,Medium
R16,23,Weekend,1,Rain,Low
R20,4,Weekday,0,Clear,Low
R4,1,Weekday,1,Rain,Low
R3,2,Weekday,1,Clear,Low
R10,15,Weekday,0,Clear,Low
R11,20,Weekend,1,Clear,Medium
R11,11,Weekend,1,Clear,Low
R19,12,Weekday,1,Clear,Low
R5,9,Weekday,0,Rain,High
R5,0,Weekday,1,Rain,Low
R12,13,Weekday,0,Rain,Low
R10,18,Weekend,1,Rain,Low
R17,4,Weekday,1,Clear,Low
R1,4,Weekday,1,Rain,Low
R14,0,Weekend,0,Rain,Low
R6,20,Weekday,1,Rain,High
R13,19,Weekday,1,Rain,High
R8,22,Weekend,0,Clear,Low
R5,5,Weekend,0,Rain,Low
R12,16,Weekday,1,Clear,Low
R1,20,Weekday,1,Clear,Medium
R7,6,Weekend,0,Rain,Low
R19,12,Weekend,0,Rain,Medium
R15,16,Weekend,1,Clear,Low
R18,23,Weekday,0,Rain,High
R3,20,Weekend,0,Rain,High
R14,6,Weekend,0,Clear,Low
R16,17,Weekday,0,Rain,High
R19,17,Weekend,0,Clear,High
R18,23,Weekend,0,Clear,Low
R4,14,Weekday,1,Rain,Medium
R14,18,Weekday,1,Clear,High
R4,12,Weekend,0,Clear,Low
R2,8,Weekend,0,Clear,High
R4,14,Weekday,0,Clear,Low
R4,2,Weekend,0,Rain,Medium
R7,2,Weekday,1,Clear,Low
R4,17,Weekend,1,Rain,High
R5,7,Weekend,0,Clear,Low
R2,13,Weekend,1,Clear,Low
R15,5,Weekday,1,Rain,Medium
R15,0,Weekend,0,Rain,Low
R17,6,Weekday,0,Rain,Medium
R7,10,Weekend,0,Rain,High
R6,18,Weekend,0,Clear,Low
R14,6,Weekend,1,Rain,Low
R12,12,Weekend,0,Rain,Medium
R1,15,Weekday,1,Clear,Low
R1,12,Weekend,0,Rain,Low
R16,23,Weekend,0,Rain,Low
R16,18,Weekend,0,Clear,High
R2,18,Weekday,0,Rain,High
R6,10,Weekend,1,Clear,Low
R18,5,Weekday,1,Rain,Medium
R9,1,Weekday,1,Rain,Low
R6,10,Weekend,0,Rain,Medium
R9,21,Weekend,1,Clear,Low
R3,15,Weekend,1,Clear,Low
R11,2,Weekend,0,Clear,Low
R4,0,Weekend,0,Rain,Medium
R12,6,Weekend,1,Rain,Low
R11,4,Weekday,1,Clear,Low
R3,9,Weekend,1,Rain,Medium
R16,15,Weekday,1,Clear,Low
R18,15,Weekend,0,Clear,Low
R8,7,Weekday,1,Clear,Low
R15,23,Weekend,0,Clear,Low
R15,23,Weekday,1,Rain,Low
R6,0,Weekend,0,Rain,Low
R16,23,Weekday,0,Rain,Low
R10,16,Weekend,1,Clear,Low
R15,18,Weekday,1,Rain,Medium
R2,5,Weekend,1,Clear,Low
R4,17,Weekday,1,Rain,High
R12,19,Weekend,1,Clear,Medium
R10,9,Weekend,1,Clear,Medium
R11,12,Weekend,1,Rain,Low
R8,0,Weekend,0,Clear,Low
R8,3,Weekend,0,Rain,Low
R4,15,Weekday,0,Clear,Medium
R8,19,Weekend,0,Rain,Medium
R7,8,Weekend,0,Rain,High
R4,9,Weekend,1,Rain,Medium
R4,14,Weekday,0,Clear,Low
R8,19,Weekday,1,Rain,High
R11,13,Weekend,1,Rain,Low
R9,22,Weekday,1,Clear,Low
R11,5,Weekend,0,Clear,Low
R16,22,Weekday,0,Clear,Medium
R13,21,Weekday,1,Clear,Low
R18,18,Weekday,0,Clear,High
R19,21,Weekend,1,Rain,Low
R17,4,Weekend,1,Rain,Low
R5,13,Weekend,1,Rain,Low
R13,1,Weekend,0,Rain,Low
R4,9,Weekday,1,Clear,Medium
R5,19,Weekday,0,Rain,High
R15,1,Weekend,1,Rain,Low
R6,22,Weekend,1,Rain,Low
R14,23,Weekend,1,Rain,Low
R2,2,Weekday,0,Clear,Low
R15,11,Weekday,0,Clear,Low
R19,22,Weekday,0,Clear,Low
R5,10,Weekend,1,Clear,Low
R6,10,Weekday,0,Rain,High
R5,15,Weekend,0,Clear,Low
R10,1,Weekend,1,Rain,Low
R1,5,Weekend,1,Rain,Low
R5,16,Weekday,0,Rain,High
R19,6,Weekday,0,Rain,High
R18,8,Weekday,0,Clear,High
R12,7,Weekend,0,Clear,Low
R14,11,Weekday,0,Clear,Low
R16,0,Weekend,1,Rain,Low
R9,19,Weekend,1,Rain,High
R13,0,Weekday,1,Clear,Low
R4,16,Weekend,0,Clear,Low
R14,1,Weekday,0,Rain,Low
R6,7,Weekday,1,Rain,Low
R2,2,Weekday,0,Rain,Low
R19,7,Weekend,0,Clear,Low
R11,1,Weekday,1,Clear,Low
R6,23,Weekday,0,Clear,Low
R16,11,Weekday,1,Rain,Low
R6,11,Weekday,0,Clear,Low
R7,2,Weekday,0,Clear,Low
R14,22,Weekday,1,Clear,Low
R8,6,Weekday,1,Rain,Low
R7,11,Weekday,0,Rain,Medium
R14,2,Weekday,0,Rain,Medium
R3,15,Weekday,0,Rain,Medium
R6,14,Weekend,1,Clear,Low
R11,21,Weekday,0,Clear,Low
R14,13,Weekend,0,Rain,Low
R12,10,Weekday,0,Clear,High
R16,19,Weekday,0,Rain,High
R12,19,Weekday,1,Rain,Medium
R14,7,Weekend,0,Rain,Medium
R20,15,Weekday,1,Clear,Low
R5,20,Weekend,0,Rain,High
R6,17,Weekday,1,Rain,High
R8,21,Weekend,1,Rain,Low
R14,1,Weekday,0,Rain,High
R13,21,Weekday,1,Clear,Low
R4,10,Weekday,1,Rain,Medium
R2,13,Weekend,1,Clear,Low
R20,22,Weekday,0,Clear,Low
R3,18,Weekend,1,Rain,Medium
R12,5,Weekday,1,Clear,Low
R10,3,Weekend,1,Rain,Low
R6,11,Weekday,1,Rain,Low
R20,11,Weekend,1,Clear,Low
R13,17,Weekend,0,Clear,Medium
R13,11,Weekend,1,Rain,Low
R2,22,Weekday,0,Clear,Low
R19,18,Weekend,0,Rain,High
R20,20,Weekday,1,Clear,High
R18,0,Weekend,1,Clear,Low
R12,23,Weekday,1,Clear,Low
R11,0,Weekday,1,Rain,Low
R15,8,Weekend,1,Rain,Medium
R15,3,Weekend,1,Clear,Low
R6,1,Weekend,1,Rain,Low
R18,9,Weekend,0,Clear,High
R12,7,Weekday,0,Clear,Medium
R14,5,Weekend,0,Rain,Medium
R6,6,Weekend,0,Clear,Low
R15,13,Weekday,1,Clear,Low
R14,2,Weekend,1,Clear,Low
R15,6,Weekend,0,Rain,Medium
R10,18,Weekend,1,Clear,Low
R3,17,Weekend,0,Rain,Medium
R17,19,Weekend,0,Rain,High
R9,20,Weekday,0,Rain,High
R10,1,Weekday,1,Clear,Low
R18,16,Weekday,1,Rain,Low
R16,18,Weekend,1,Rain,Low
R11,3,Weekday,1,Clear,Low
R5,19,Weekend,0,Rain,High
R4,10,Weekend,0,Clear,Medium
R13,22,Weekday,1,Rain,Low
R5,7,Weekend,1,Clear,Low
R20,14,Weekend,0,Clear,Low
R10,22,Weekend,1,Clear,Low
R13,11,Weekend,1,Clear,Low
R13,8,Weekday,0,Rain,High
R7,2,Weekday,0,Rain,Medium
R2,22,Weekend,1,Clear,Low
R17,22,Weekday,0,Clear,Medium
R6,10,Weekday,1,Clear,Medium
R5,10,Weekday,0,Clear,High
R10,10,Weekend,0,Rain,High
R8,19,Weekday,0,Clear,High
R20,14,Weekend,0,Rain,Medium
R2,0,Weekday,1,Rain,Low
R16,18,Weekday,1,Rain,Medium
R19,4,Weekend,1,Clear,Low
R17,4,Weekday,0,Rain,High
R19,4,Weekend,0,Rain,Medium
R13,15,Weekday,0,Rain,Medium
R2,16,Weekend,0,Rain,Low
R17,4,Weekday,0,Clear,Low
R14,0,Weekend,0,Clear,Low
R5,12,Weekend,0,Rain,Low
R20,0,Weekday,1,Rain,Medium
R20,11,Weekday,1,Clear,Low
R3,1,Weekend,0,Clear,Low
R14,23,Weekend,0,Rain,Low
R7,23,Weekday,0,Rain,Medium
R5,3,Weekend,0,Clear,Low
R7,1,Weekend,0,Clear,Low
R17,23,Weekday,0,Clear,Low
R2,6,Weekday,0,Clear,Low
R17,7,Weekend,1,Clear,Low
R19,0,Weekday,1,Clear,Low
R15,4,Weekend,0,Clear,Low
R10,6,Weekend,1,Clear,Low
R11,22,Weekday,1,Rain,Low
R1,18,Weekend,1,Clear,Low
R11,23,Weekend,0,Rain,Medium
R8,14,Weekend,1,Clear,Low
R5,23,Weekend,0,Clear,Low
R17,17,Weekday,0,Rain,High
R3,19,Weekend,1,Clear,Low
R19,18,Weekday,1,Rain,High
R7,5,Weekday,1,Rain,Medium
R14,22,Weekend,0,Rain,Medium
R19,20,Weekday,1,Rain,High
R5,11,Weekday,1,Rain,Low
R20,8,Weekend,1,Clear,Low
R12,9,Weekday,1,Rain,High
R10,1,Weekend,1,Rain,Low
R16,12,Weekday,1,Rain,Low
R12,8,Weekday,1,Clear,Medium
R15,11,Weekend,0,Clear,Low
R18,10,Weekday,0,Clear,High
R17,1,Weekend,1,Rain,Low
R13,14,Weekday,0,Clear,Low
R13,14,Weekend,0,Rain,Low
R14,21,Weekday,0,Rain,Medium
R7,14,Weekend,0,Rain,Low
R11,3,Weekend,0,Clear,Low
R12,9,Weekday,1,Rain,Medium
R8,16,Weekday,0,Clear,Medium
R14,13,Weekday,0,Rain,Low
R4,6,Weekend,0,Clear,Low
R7,15,Weekday,1,Rain,Low
R9,20,Weekend,0,Rain,High
R9,13,Weekend,1,Clear,Low
R8,22,Weekday,1,Clear,Low
R13,17,Weekday,0,Rain,High
R1,21,Weekend,0,Rain,Low
R19,21,Weekday,1,Clear,Low
R7,17,Weekend,1,Rain,High
R8,8,Weekend,1,Rain,Medium
R10,23,Weekday,0,Rain,Low
R2,23,Weekday,1,Clear,Low
R1,17,Weekday,0,Rain,High
R17,9,Weekend,1,Clear,Low
R10,1,Weekday,1,Clear,Low
R14,15,Weekend,0,Clear,Low
R16,11,Weekday,1,Clear,Low
R3,18,Weekend,0,Rain,High
R11,23,Weekday,1,Clear,Low
R2,13,Weekend,1,Rain,Low
R10,22,Weekday,1,Clear,Low
R15,16,Weekday,0,Rain,Medium
R12,19,Weekday,0,Clear,High
R11,22,Weekend,1,Rain,Low
R18,2,Weekend,1,Clear,Low
R20,3,Weekday,0,Rain,Low
R14,22,Weekend,1,Rain,Low
R11,22,Weekend,0,Rain,Low
R16,21,Weekday,1,Clear,Low
R12,3,Weekend,0,Clear,Low
R8,5,Weekend,1,Clear,Low
R3,4,Weekend,0,Rain,Low
R18,1,Weekend,1,Rain,Low
R2,18,Weekend,1,Rain,Low
R6,22,Weekday,0,Clear,Low
R5,5,Weekday,0,Rain,High
R19,11,Weekday,0,Clear,Low
R15,20,Weekend,1,Clear,Medium
R18,6,Weekend,0,Rain,Low
R6,9,Weekend,0,Rain,High
R13,6,Weekend,1,Rain,Low
R14,13,Weekday,1,Clear,Low
R2,10,Weekend,0,Clear,High
R5,14,Weekday,1,Rain,Low
R19,20,Weekend,1,Clear,Medium
R7,21,Weekday,1,Clear,Low
R5,22,Weekday,1,Rain,Low
R6,9,Weekday,1,Rain,High
R15,17,Weekend,0,Rain,Medium
R6,17,Weekday,1,Rain,Medium
R4,15,Weekend,0,Rain,Low
R20,0,Weekend,1,Clear,Low
R3,11,Weekday,1,Rain,Low
R1,14,Weekend,1,Clear,Low
R17,8,Weekday,0,Rain,High
R3,21,Weekend,0,Clear,Low
R5,23,Weekend,1,Clear,Low
R3,9,Weekend,1,Rain,Low
R7,12,Weekend,1,Clear,Low
R14,7,Weekend,1,Clear,Low
R1,12,Weekday,0,Clear,Medium
R16,22,Weekend,0,Rain,Low
R20,5,Weekend,0,Clear,Low
R2,8,Weekday,1,Rain,High
R15,4,Weekday,0,Rain,High
R9,10,Weekday,1,Rain,High
R11,18,Weekday,1,Clear,Medium
R19,21,Weekend,0,Clear,Low
R13,0,Weekday,0,Rain,Medium
R15,7,Weekday,0,Clear,Low
R19,4,Weekend,0,Clear,Low
R5,14,Weekend,0,Rain,Low
R13,1,Weekend,0,Rain,Medium
R2,17,Weekday,1,Rain,High
R19,19,Weekend,0,Rain,High
R13,8,Weekend,0,Clear,Low
R18,9,Weekend,1,Rain,High
R12,13,Weekend,0,Rain,Low
R3,1,Weekday,0,Rain,Medium
R9,20,Weekday,0,Clear,High
R4,20,Weekday,1,Clear,High
R9,22,Weekend,1,Clear,Low
R5,20,Weekend,1,Rain,Medium
R15,15,Weekday,1,Rain,Low
R10,9,Weekend,1,Rain,Medium
R18,11,Weekend,1,Rain,Low
R20,0,Weekday,1,Clear,Low
R6,1,Weekend,0,Clear,Low
R4,7,Weekend,1,Rain,Low
R17,4,Weekday,1,Rain,Low
R4,18,Weekday,1,Rain,High
R20,23,Weekend,0,Clear,Low
R7,17,Weekday,1,Rain,High
R10,5,Weekend,0,Clear,Low
R2,5,Weekday,0,Clear,Medium
R10,4,Weekday,0,Rain,Medium
R6,2,Weekday,1,Clear,Low
R3,20,Weekend,0,Rain,Medium
R8,6,Weekend,0,Rain,Low
R18,16,Weekday,0,Rain,Medium
R6,1,Weekday,0,Clear,Low
R6,21,Weekend,0,Clear,Low
R6,2,Weekday,1,Clear,Low
R9,4,Weekday,0,Clear,Medium
R10,0,Weekday,1,Rain,Low
R8,16,Weekday,1,Rain,Low
R6,9,Weekday,1,Rain,High
R8,2,Weekend,1,Rain,Low
R17,23,Weekday,1,Rain,Low
R15,5,Weekend,0,Clear,Low
R18,21,Weekday,1,Clear,Low
R17,2,Weekday,1,Rain,Low
R20,10,Weekday,1,Rain,High
R12,1,Weekday,0,Clear,Low
R16,3,Weekend,1,Clear,Low
R7,6,Weekend,0,Clear,Low
R11,2,Weekend,1,Clear,Low
R3,20,Weekday,1,Rain,High
R15,6,Weekday,1,Clear,Low
R19,3,Weekend,1,Clear,Low
R11,11,Weekend,1,Rain,Low
R8,12,Weekday,1,Clear,Low
R16,7,Weekend,1,Clear,Low
R8,18,Weekday,0,Rain,High
R18,21,Weekday,0,Clear,Low
R14,10,Weekend,1,Clear,Low
R4,0,Weekend,1,Rain,Low
R2,15,Weekday,0,Clear,Low
R2,12,Weekend,0,Rain,Low
R5,10,Weekend,0,Rain,High
R8,10,Weekday,1,Rain,High
R18,1,Weekday,0,Clear,Low
R12,11,Weekend,1,Clear,Low
R13,5,Weekday,1,Rain,Low
R11,23,Weekday,1,Rain,Low
R8,13,Weekday,0,Rain,Medium
R18,9,Weekend,0,Clear,Low
R1,12,Weekend,1,Clear,Low
R15,2,Weekend,0,Rain,Low
R14,22,Weekend,0,Rain,Medium
R9,23,Weekday,1,Rain,Medium
R10,8,Weekend,0,Rain,High
R15,12,Weekday,1,Rain,Low
R10,7,Weekday,0,Rain,Low
R7,23,Weekend,1,Rain,Low
R9,17,Weekday,0,Rain,High
R14,0,Weekend,1,Clear,Low
R15,8,Weekday,1,Clear,Medium
R17,17,Weekday,0,Clear,High
R19,19,Weekday,0,Clear,High
R9,13,Weekend,0,Rain,Low
R6,1,Weekend,0,Clear,Low
R10,20,Weekday,1,Clear,Low
R11,6,Weekday,1,Clear,Low
R18,22,Weekday,0,Rain,High
R6,18,Weekend,0,Clear,Medium
R10,21,Weekday,0,Clear,Low
R6,21,Weekday,1,Clear,Low
R20,9,Weekday,1,Clear,Medium
R3,0,Weekday,1,Clear,Low
R14,2,Weekend,0,Rain,Low
R19,17,Weekend,0,Rain,High
R3,23,Weekday,0,Rain,Medium
R10,19,Weekend,0,Clear,Medium
R11,1,Weekend,0,Clear,Low
R2,7,Weekday,1,Clear,Low
R14,12,Weekend,1,Clear,Low
R6,6,Weekend,1,Clear,Low
R12,13,Weekday,1,Rain,Low
R16,22,Weekday,1,Clear,Low
R19,2,Weekday,0,Rain,Medium
R4,4,Weekend,0,Clear,Low
R17,20,Weekend,1,Rain,Medium
R5,21,Weekday,0,Rain,High
R20,21,Weekend,1,Clear,Low
R10,1,Weekend,0,Rain,Medium
R6,16,Weekend,0,Clear,Low
R12,10,Weekend,0,Rain,Medium
R9,19,Weekend,1,Clear,Medium
R18,11,Weekday,0,Clear,Low
R3,14,Weekday,0,Rain,Medium
R12,4,Weekday,1,Rain,Low
R20,15,Weekday,1,Rain,Low
R18,8,Weekday,1,Rain,High
R17,13,Weekday,1,Clear,Low
R18,5,Weekday,0,Rain,High
R12,23,Weekday,1,Rain,Low
R17,18,Weekday,1,Clear,Low
R4,22,Weekend,1,Rain,Low
R16,16,Weekday,0,Clear,Low
R15,16,Weekend,0,Rain,Low
R7,2,Weekend,1,Rain,Low
R18,14,Weekday,1,Clear,Low
R5,21,Weekday,1,Rain,Medium
R6,4,Weekend,0,Clear,Low
R2,7,Weekend,1,Clear,Low
R12,17,Weekend,1,Clear,Low
R20,2,Weekend,0,Rain,Low
R5,20,Weekday,1,Rain,High
R14,17,Weekend,0,Rain,High
R14,23,Weekday,0,Rain,Medium
R7,0,Weekend,1,Clear,Low
R12,5,Weekday,1,Clear,Low
R9,22,Weekend,0,Clear,Low
R5,7,Weekday,0,Rain,Medium
R12,22,Weekday,0,Clear,Low
R3,9,Weekend,0,Clear,Medium
R14,2,Weekday,1,Clear,Low
R8,19,Weekend,1,Clear,Medium
R10,19,Weekend,1,Rain,Medium
R11,6,Weekend,0,Clear,Low
R6,17,Weekday,0,Rain,High
R17,8,Weekend,1,Clear,Low
R9,6,Weekday,1,Clear,Low
R1,0,Weekday,0,Clear,Medium
R14,22,Weekday,0,Clear,Low
R19,15,Weekend,1,Clear,Low
R10,6,Weekday,0,Rain,Medium
R12,19,Weekend,0,Rain,High
R7,20,Weekend,1,Clear,Low
R14,17,Weekend,0,Rain,High
R15,20,Weekday,1,Clear,Medium
R13,13,Weekend,1,Rain,Low
R11,2,Weekday,0,Rain,High
R2,4,Weekday,0,Clear,Medium
R19,16,Weekend,1,Rain,Low
R7,9,Weekend,0,Rain,Medium
R3,21,Weekend,1,Rain,Low
R15,0,Weekend,1,Rain,Low
R16,5,Weekend,0,Clear,Low
R12,4,Weekend,0,Rain,Low
R12,6,Weekday,0,Clear,Medium
R14,15,Weekend,0,Rain,Low
R4,5,Weekday,0,Clear,Medium
R4,3,Weekday,0,Clear,Low
R3,11,Weekend,0,Clear,Low
R5,4,Weekday,1,Clear,Low
R9,3,Weekend,0,Clear,Low
R1,13,Weekend,1,Clear,Low
R2,1,Weekend,0,Rain,Low
R15,9,Weekday,0,Clear,Medium
R5,11,Weekday,0,Rain,Medium
R5,7,Weekend,0,Clear,Low
R9,5,Weekend,1,Clear,Low
R12,19,Weekday,1,Rain,High
R15,3,Weekend,0,Rain,Low
R7,17,Weekday,0,Rain,High
R2,13,Weekday,0,Clear,Low
R4,17,Weekend,0,Rain,High
R6,9,Weekday,1,Clear,Medium
R8,9,Weekend,1,Clear,Medium
R14,18,Weekend,0,Clear,Medium
R16,1,Weekend,1,Clear,Low
R18,8,Weekend,0,Rain,Medium
R12,21,Weekend,1,Clear,Low
R6,0,Weekday,0,Rain,Low
R18,10,Weekend,1,Rain,Medium
R1,18,Weekend,0,Rain,High
R15,4,Weekday,0,Clear,Low
R10,0,Weekday,1,Rain,Medium
R18,4,Weekend,1,Rain,Low
R15,19,Weekday,1,Rain,Medium
R15,22,Weekend,1,Clear,Low
R16,8,Weekday,1,Rain,High
R3,11,Weekday,0,Rain,Medium
R18,8,Weekend,0,Clear,Medium
R16,14,Weekday,0,Rain,Low
R7,10,Weekend,0,Rain,High
R20,21,Weekend,1,Clear,Low
R20,11,Weekend,1,Rain,Low
R3,16,Weekday,0,Rain,High
R6,22,Weekend,1,Rain,Low
R9,16,Weekend,1,Clear,Low
R11,4,Weekday,1,Rain,Low
R2,15,Weekday,0,Rain,High
R20,5,Weekday,1,Rain,Low
R1,2,Weekday,0,Rain,High
R13,19,Weekday,1,Rain,High
R6,3,Weekend,0,Rain,Medium
R10,12,Weekend,1,Rain,Low
R12,11,Weekend,0,Rain,Low
R13,15,Weekend,1,Clear,Low
R3,17,Weekend,0,Rain,High
R3,1,Weekday,1,Rain,Low
R7,14,Weekend,1,Rain,Low
R13,1,Weekday,0,Clear,Low
R19,15,Weekend,1,Rain,Low
R13,12,Weekday,0,Clear,Low
R12,19,Weekend,0,Clear,High
R20,6,Weekday,0,Rain,Low
R15,3,Weekend,0,Clear,Low
R17,6,Weekend,0,Rain,Medium
R5,18,Weekend,0,Clear,High
R8,15,Weekend,1,Clear,Low
R13,7,Weekday,1,Clear,Low
R7,14,Weekday,1,Clear,Low
R17,22,Weekday,1,Rain,Low
R15,11,Weekend,1,Rain,Low
R13,5,Weekday,0,Rain,Medium
R3,20,Weekday,1,Clear,Medium
R17,4,Weekend,1,Clear,Low
R3,21,Weekend,0,Rain,Low
R7,16,Weekday,1,Rain,Low
R4,19,Weekend,1,Rain,Medium
R2,17,Weekday,0,Clear,Medium
R16,17,Weekend,0,Clear,Medium
R12,6,Weekend,0,Clear,Low
R13,20,Weekend,0,Clear,Medium
R12,15,Weekend,0,Rain,Medium
R16,22,Weekend,1,Rain,Low
R3,23,Weekday,1,Clear,Low
R6,11,Weekday,1,Clear,Low
R19,11,Weekend,0,Clear,Low
R17,16,Weekend,0,Clear,Low
R1,9,Weekday,1,Clear,Medium
R7,13,Weekend,0,Clear,Low
R16,15,Weekday,0,Clear,Low
R16,13,Weekend,1,Rain,Low
R8,7,Weekend,1,Rain,Low
R3,17,Weekend,0,Rain,High
R18,11,Weekday,0,Clear,Low
R18,22,Weekend,1,Rain,Low
R18,5,Weekday,0,Clear,Low
R12,1,Weekday,0,Rain,High
R18,2,Weekday,1,Rain,Medium
R18,16,Weekend,0,Rain,Low
R13,18,Weekday,1,Rain,High
R13,20,Weekday,1,Clear,Low
R12,23,Weekend,0,Rain,Medium
R14,3,Weekday,0,Clear,Low
R17,13,Weekday,1,Clear,Low
R14,6,Weekday,1,Clear,Low
R7,16,Weekday,1,Clear,Low
R14,22,Weekday,0,Rain,High
R12,19,Weekend,0,Rain,Medium
R13,6,Weekend,1,Rain,Low
R12,2,Weekend,1,Clear,Low
R20,23,Weekday,1,Clear,Low
R4,19,Weekend,0,Clear,Medium
R9,20,Weekday,1,Rain,High
R10,18,Weekend,0,Rain,High
R7,15,Weekend,0,Rain,Medium
R20,6,Weekday,0,Clear,Medium
R1,23,Weekday,0,Rain,Medium
R16,13,Weekday,1,Rain,Low
R4,16,Weekend,0,Rain,Low
R1,18,Weekday,1,Clear,Medium
R12,2,Weekday,1,Rain,Low
R7,11,Weekend,0,Clear,Low
R3,11,Weekday,0,Clear,Low
R6,0,Weekday,0,Clear,Low
R5,1,Weekday,1,Clear,Low
R17,3,Weekend,0,Rain,Low
R7,5,Weekday,0,Rain,High
R17,17,Weekend,1,Rain,Medium
R3,17,Weekend,0,Clear,High
R17,14,Weekday,1,Rain,Low
R4,19,Weekday,1,Clear,Medium
R7,22,Weekend,1,Clear,Low
R8,14,Weekend,1,Rain,Low
R5,15,Weekday,1,Rain,Medium
R9,10,Weekday,0,Rain,High
R16,6,Weekend,0,Rain,Medium
R7,16,Weekday,0,Rain,Low
R16,5,Weekend,1,Clear,Low
R7,10,Weekday,0,Clear,High
R1,23,Weekday,1,Rain,Low
R9,7,Weekend,1,Clear,Low
R11,23,Weekday,1,Clear,Low
R11,16,Weekday,0,Clear,Low
R2,20,Weekend,1,Rain,High
R5,16,Weekend,0,Clear,Low
R10,3,Weekend,0,Clear,Low
R13,18,Weekday,0,Clear,High
R5,3,Weekday,1,Clear,Low
R6,14,Weekday,1,Rain,Low
R20,2,Weekday,0,Rain,Low
R6,16,Weekday,1,Clear,Low
R12,15,Weekday,1,Rain,Low
R8,19,Weekday,0,Clear,Medium
R16,8,Weekend,1,Rain,Low
R3,4,Weekday,0,Clear,Low
R19,17,Weekend,0,Rain,Medium
R15,0,Weekday,0,Rain,Medium
R7,1,Weekend,0,Rain,Low
R7,22,Weekday,0,Rain,Medium
R20,12,Weekend,0,Rain,Low
R6,5,Weekend,1,Rain,Low
R12,17,Weekend,1,Clear,Medium
R7,11,Weekend,0,Clear,Low
R16,19,Weekend,1,Clear,Low
R18,16,Weekend,0,Rain,Medium
R17,4,Weekend,0,Rain,Medium
R7,4,Weekend,0,Clear,Low
R18,21,Weekday,0,Clear,Low
R9,12,Weekday,0,Clear,Low
R4,7,Weekday,0,Rain,Medium
R8,22,Weekday,1,Clear,Low
R19,23,Weekday,1,Clear,Low
R4,23,Weekday,0,Clear,Low
R7,3,Weekend,1,Rain,Low
R9,7,Weekday,1,Rain,Low
R19,5,Weekday,0,Rain,Medium
R16,2,Weekday,1,Rain,Low
R18,17,Weekday,1,Clear,Medium
R17,11,Weekend,0,Rain,Low
R12,10,Weekday,0,Rain,High
R3,9,Weekend,0,Rain,High
R18,16,Weekday,0,Clear,Low
R7,19,Weekday,1,Rain,High
R5,7,Weekend,1,Clear,Low
R4,22,Weekday,1,Clear,Low
R8,12,Weekend,1,Rain,Low
R8,8,Weekday,0,Clear,High
R7,21,Weekday,1,Rain,Low
R16,15,Weekend,0,Clear,Low
R3,8,Weekday,0,Clear,High
R3,6,Weekday,0,Rain,Medium
R9,6,Weekday,1,Clear,Low
R10,13,Weekend,0,Rain,Low
R15,1,Weekend,1,Rain,Low
R12,6,Weekday,0,Clear,Low
R10,5,Weekend,0,Clear,Low
R5,18,Weekday,0,Clear,Medium
R9,15,Weekend,0,Rain,Low
R16,5,Weekend,0,Rain,Low
R19,12,Weekend,1,Clear,Low
R4,22,Weekday,1,Rain,Low
R7,6,Weekday,1,Rain,Low
R19,17,Weekend,1,Rain,High
R9,16,Weekend,1,Rain,Low
R19,5,Weekend,0,Rain,Low
R18,11,Weekend,1,Rain,Low
R19,22,Weekday,0,Rain,High
R4,1,Weekend,1,Rain,Low
R1,14,Weekend,0,Clear,Low
R8,7,Weekend,0,Rain,Medium
R8,21,Weekday,1,Rain,Low
R12,4,Weekday,0,Clear,Medium
R11,14,Weekend,0,Clear,Low
R9,20,Weekend,0,Rain,Medium
R2,8,Weekend,0,Clear,Medium
R12,3,Weekend,1,Clear,Low
R2,5,Weekday,1,Clear,Low
R7,13,Weekend,0,Clear,Low
R2,0,Weekend,1,Clear,Low
R20,22,Weekday,0,Rain,Medium
R12,3,Weekday,0,Clear,Low
R1,4,Weekend,1,Clear,Low
R20,3,Weekend,1,Clear,Low
R16,0,Weekend,1,Clear,Low
R8,17,Weekend,0,Clear,Medium
R15,22,Weekend,0,Clear,Low
R19,6,Weekend,0,Clear,Low
R18,11,Weekend,0,Rain,Medium
R7,10,Weekend,1,Clear,Medium
R9,13,Weekday,0,Rain,High
R8,7,Weekend,1,Clear,Low
R19,8,Weekday,0,Rain,High
R6,23,Weekday,1,Clear,Low
R20,2,Weekend,0,Rain,Medium
R17,15,Weekend,0,Clear,Low
R13,17,Weekday,0,Rain,High
R1,5,Weekend,0,Rain,Low
R16,6,Weekend,0,Rain,Medium
R11,21,Weekday,1,Rain,Low
R10,1,Weekend,0,Rain,Low
R9,10,Weekend,0,Clear,Low
R12,22,Weekend,1,Clear,Low
R17,22,Weekend,0,Clear,Low
R7,3,Weekday,0,Rain,High
R5,15,Weekend,1,Rain,Low
R12,20,Weekend,0,Rain,High
R5,20,Weekend,1,Rain,High
R16,1,Weekday,1,Clear,Low
R20,15,Weekday,0,Rain,Medium
R6,15,Weekday,1,Rain,Low
R20,5,Weekday,0,Clear,Low
R2,14,Weekday,1,Rain,Low
R18,9,Weekday,1,Clear,Medium
R12,5,Weekday,0,Clear,Low
R2,17,Weekday,0,Rain,High
R8,3,Weekday,0,Clear,Low
R4,17,Weekday,1,Rain,Medium
R10,14,Weekday,1,Clear,Low
R12,2,Weekend,0,Clear,Low
